Fighter_Name,Height,Reach,Wins,Losses,Draws,Str_Acc,Str_Def,Wins_DQ,Wins_Decision,Wins_KO_TKO,Wins_Submission,Wins_Round_1,Wins_Round_2,Wins_Round_3,Wins_Round_4,Wins_Round_5
Nariman Abbasov,"5' 8""","66.0""",28,4,0,20%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darion Abbey,"6' 2""","80.0""",9,5,0,50%,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamdy Abdelwahab,"6' 2""","72.0""",7,1,0,55%,51%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Mansur Abdul-Malik,"6' 2""","80.0""",9,0,1,48%,51%,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
Daichi Abe,"5' 11""","71.0""",6,2,0,33%,56%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Klidson Abreu,"6' 0""","74.0""",15,4,0,40%,55%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
John Adajar,"5' 9""","75.0""",6,2,0,52%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Adams,"6' 5""","80.0""",5,3,0,55%,34%,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Anthony Adams,"6' 1""","76.0""",8,2,0,41%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zarrukh Adashev,"5' 5""","65.0""",4,4,0,40%,64%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Israel Adesanya,"6' 4""","80.0""",24,5,0,48%,55%,0.0,8.0,5.0,0.0,1.0,4.0,2.0,0.0,6.0
Mohamed Ado,"5' 11""","76.0""",5,1,0,83%,75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariya Agapova,"5' 6""","68.0""",10,5,0,54%,52%,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
Kantharaj Agasa,0,0,12,3,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Aguiar,"6' 0""",0,17,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Aguilar,"5' 7""","73.0""",17,5,0,40%,52%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Jesus Aguilar,"5' 4""","62.0""",12,4,0,38%,61%,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0
Christian Aguilera,"5' 9""","72.0""",14,8,0,37%,48%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Nick Aguirre,"5' 9""","74.0""",7,2,0,33%,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agulali,"5' 9""","67.0""",13,2,0,60%,59%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashiek Ajim,"5' 8""","71.0""",6,2,0,40%,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omari Akhmedov,"6' 0""","73.0""",21,6,1,34%,55%,0.0,6.0,2.0,1.0,2.0,1.0,6.0,0.0,0.0
Rostem Akman,"5' 10""","72.0""",6,2,0,25%,57%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdul-Kareem Al-Selwady,"5' 8""","69.0""",15,4,0,34%,59%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herdem Alacabek,"6' 2""","75.0""",5,1,0,65%,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alatengheili,"5' 5""","66.0""",17,10,2,32%,57%,0.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0
Amir Albazi,"5' 5""","68.0""",17,3,0,33%,59%,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0
John Albert,"5' 8""","68.0""",6,5,0,49%,35%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Junior Albini,"6' 3""","74.0""",14,6,0,51%,52%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Aleksandra Albu,"5' 2""","63.0""",3,2,0,47%,38%,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Irene Aldana,"5' 9""","68.0""",15,8,0,39%,56%,0.0,4.0,3.0,1.0,2.0,0.0,6.0,0.0,0.0
Hector Aldana,"5' 11""","72.0""",4,3,0,38%,59%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Alday,"5' 7""","68.0""",14,6,1,44%,58%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Aldo,"5' 7""","70.0""",32,10,0,46%,60%,0.0,10.0,4.0,0.0,2.0,1.0,3.0,1.0,7.0
JJ Aldrich,"5' 5""","67.0""",14,7,0,47%,61%,0.0,9.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0
Irina Alekseeva,"5' 8""","67.0""",5,4,0,38%,45%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Talita Alencar,"5' 1""","58.0""",7,1,1,37%,55%,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
Jim Alers,"5' 9""","71.0""",13,3,0,40%,56%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lucas Alexander,"5' 11""","73.0""",8,5,0,57%,56%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Marcio Alexandre Junior,"6' 0""","75.0""",17,4,0,45%,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bill Algeo,"6' 0""","73.0""",18,9,0,51%,47%,0.0,3.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0
Nurullo Aliev,"5' 10""","72.0""",11,0,0,44%,58%,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Ikram Aliskerov,"6' 0""","76.0""",17,2,0,64%,41%,0.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
Leon Aliu,"6' 0""","74.0""",10,2,0,50%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Allan,"6' 1""","75.0""",13,7,0,42%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arnold Allen,"5' 8""","70.0""",20,4,0,42%,60%,0.0,7.0,2.0,2.0,1.0,1.0,9.0,0.0,0.0
Brendan Allen,"6' 2""","75.0""",26,7,0,53%,47%,0.0,5.0,2.0,7.0,4.0,2.0,6.0,1.0,1.0
Daniel Allen,"6' 0""","75.0""",5,0,0,51%,53%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asu Almabayev,"5' 4""","65.0""",23,3,0,50%,53%,0.0,4.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0
Bekzat Almakhan,"5' 7""","68.0""",12,3,0,34%,36%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
John Dave Almanza,"5' 7""","67.0""",6,1,0,41%,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Almeida,"5' 7""","70.0""",22,5,0,43%,61%,0.0,1.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0
Ericka Almeida,"5' 6""",0,7,3,0,39%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estefani Almeida,"5' 4""",0,7,3,0,37%,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jailton Almeida,"6' 3""","79.0""",22,5,0,62%,43%,0.0,1.0,3.0,4.0,6.0,1.0,0.0,0.0,1.0
Lucas Almeida,"5' 11""","71.0""",15,5,0,39%,44%,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Cesar Almeida,"6' 1""","74.0""",7,2,0,58%,46%,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
Sarah Alpar,"5' 4""","63.0""",9,6,0,44%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali AlQaisi,"5' 6""","68.0""",8,5,0,42%,56%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Altamirano,"5' 8""","70.0""",12,5,0,53%,53%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Patricia Alujas,"5' 4""","64.0""",9,3,0,31%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaime Alvarez,"5' 8""","69.0""",6,1,0,40%,56%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Alvarez,"6' 3""","77.0""",23,3,0,55%,54%,0.0,1.0,4.0,3.0,4.0,2.0,2.0,0.0,0.0
Amilcar Alves,"6' 0""",0,15,12,0,46%,30%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Warlley Alves,"5' 11""","72.0""",15,8,0,48%,50%,0.0,2.0,3.0,3.0,2.0,2.0,4.0,0.0,0.0
Rafael Alves,"5' 8""","68.0""",20,12,0,48%,58%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Christopher Alvidrez,"6' 0""","74.0""",7,1,0,62%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahamed Aly,"6' 2""","78.0""",4,1,0,66%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adlan Amagov,"6' 2""","76.0""",14,2,1,47%,78%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Maiara Amanajas dos Santos,"5' 5""",0,7,3,0,35%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JJ Ambrose,"5' 10""",0,28,7,0,69%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alen Amedovski,"5' 10""","74.0""",8,4,0,30%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hyder Amil,"5' 9""","70.0""",11,2,0,52%,51%,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
Hamid Amiri,0,0,9,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Makwan Amirkhani,"5' 10""","72.0""",17,9,0,44%,46%,0.0,2.0,1.0,4.0,4.0,1.0,2.0,0.0,0.0
Jaqueline Amorim,"5' 3""","68.0""",10,2,0,50%,54%,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0
Yaroslav Amosov,"6' 0""","75.0""",29,1,0,47%,54%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Eryk Anders,"6' 1""","75.0""",17,9,0,48%,50%,0.0,4.0,5.0,0.0,2.0,2.0,5.0,0.0,0.0
Corey Anderson,"6' 3""","79.0""",14,5,0,46%,59%,0.0,7.0,3.0,0.0,2.0,1.0,7.0,0.0,0.0
Derek Anderson,"6' 0""",0,14,3,0,37%,61%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megan Anderson,"6' 0""","72.0""",11,5,0,46%,37%,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
Liam Anderson,"6' 3""","75.0""",6,3,0,52%,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tatsuya Ando,"5' 4""","68.0""",14,4,1,19%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessica Andrade,"5' 1""","62.0""",26,15,0,48%,54%,0.0,8.0,6.0,3.0,6.0,3.0,8.0,0.0,0.0
Fellipe Andrew,0,0,0,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angga,"5' 7""","68.0""",13,3,0,38%,53%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julius Anglickas,"6' 3""",0,5,1,0,78%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Anglin,"5' 9""","71.0""",8,3,0,48%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Anheliger,"5' 6""","64.0""",13,8,0,46%,53%,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Magomed Ankalaev,"6' 3""","75.0""",21,2,1,52%,56%,0.0,6.0,6.0,0.0,3.0,2.0,5.0,0.0,2.0
Gadzhimurad Antigulov,"5' 11""","70.0""",20,8,0,55%,40%,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Angelo Antonio,0,0,1,4,0,50%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanilto Antunes,"6' 0""","72.0""",16,7,0,48%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jin Aoi,"5' 6""","68.0""",14,6,1,29%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aoriqileng,"5' 7""","69.0""",26,12,0,49%,48%,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0
Felipe Arantes,"5' 8""","73.0""",18,10,1,45%,64%,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
Viviane Araujo,"5' 4""","68.0""",13,7,0,47%,55%,0.0,6.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
Julio Arce,"5' 7""","70.0""",19,6,0,36%,68%,0.0,2.0,3.0,1.0,0.0,2.0,4.0,0.0,0.0
Alice Ardelean,"5' 3""","62.0""",11,7,0,45%,62%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Gabriel Arges,0,0,0,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Argueta,"5' 7""","68.0""",9,3,0,43%,50%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hashem Arkhagha,"6' 2""","75.0""",6,1,0,44%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Armfield,"5' 6""","70.0""",10,5,0,53%,56%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Austin Arnett,"6' 0""","72.0""",16,6,0,41%,62%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Eli Aronov,"5' 10""","72.0""",6,1,0,68%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Arroyo,"6' 3""","73.0""",9,5,0,66%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cesar Arzamendia,"5' 11""",0,8,3,0,45%,56%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kai Asakura,"5' 8""","69.0""",21,6,0,32%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Ash,"6' 1""","73.0""",14,5,0,61%,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arman Ashimov,"5' 6""",0,11,3,1,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yanal Ashmouz,"5' 9""","69.0""",8,2,0,50%,50%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Asjabharan,"5' 6""",0,7,6,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Askar Askar,"5' 7""","69.0""",11,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Askar Askarov,"5' 6""","67.0""",14,1,1,54%,57%,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Khusein Askhabov,"5' 8""","69.0""",23,1,0,26%,56%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Askham,"6' 3""","75.0""",14,4,0,46%,52%,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Ibo Aslan,"6' 3""","77.0""",14,4,0,48%,56%,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
Tom Aspinall,"6' 5""","78.0""",15,3,0,67%,56%,0.0,0.0,6.0,2.0,7.0,1.0,0.0,0.0,0.0
Steven Asplund,"6' 5""","78.0""",7,1,0,58%,57%,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Bruno Assis,"6' 2""",0,8,4,0,43%,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Aswell Jr.,"5' 8""","69.0""",11,3,0,45%,54%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Olivier Aubin-Mercier,"5' 9""","70.0""",11,5,0,51%,55%,0.0,2.0,1.0,4.0,1.0,2.0,4.0,0.0,0.0
Jose Augusto,"6' 3""",0,6,2,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Avila,"5' 7""",0,13,5,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Avila,"5' 10""",0,5,4,0,30%,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia Avila,"5' 7""","68.0""",9,4,0,42%,55%,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
Javy Ayala,"6' 1""",0,10,5,0,25%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessin Ayari,"6' 0""","73.0""",16,6,0,37%,58%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ottman Azaitar,"5' 8""","71.0""",13,3,0,44%,52%,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Hunter Azure,"5' 8""","69.0""",9,2,0,53%,58%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Niklas Backstrom,"6' 1""",0,11,3,0,41%,40%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Izabela Badurek,"5' 5""",0,6,3,0,71%,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Baeza,"6' 2""","74.0""",10,4,0,49%,46%,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0
Melsik Baghdasaryan,"5' 9""","70.0""",8,3,0,59%,56%,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Ignacio Bahamondes,"6' 3""","75.0""",17,6,0,45%,56%,0.0,1.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0
Bahatebole Batebolati,"5' 8""","71.0""",10,1,1,45%,61%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balajin,"5' 9""","72.0""",23,4,0,33%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oluwale Bamgbose,"5' 11""","78.0""",6,4,0,48%,55%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Stephen Banaszak,"6' 0""",0,5,5,0,47%,66%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcin Bandel,"5' 10""",0,15,7,0,50%,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humberto Bandenay,"5' 11""","71.0""",14,7,0,41%,41%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Shauna Bannon,"5' 5""","65.0""",7,2,0,43%,45%,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Iwo Baraniewski,"6' 0""","73.0""",7,0,0,68%,42%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Renan Barao,"5' 6""","70.0""",34,9,0,36%,57%,0.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
Maycee Barber,"5' 5""","65.0""",15,2,0,53%,54%,0.0,6.0,4.0,0.0,1.0,3.0,6.0,0.0,0.0
Bryan Barberena,"6' 0""","72.0""",18,12,0,48%,44%,0.0,4.0,4.0,1.0,2.0,2.0,5.0,0.0,0.0
Djani Barbir,"6' 3""","79.0""",7,1,0,40%,66%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dione Barbosa,"5' 6""","66.0""",8,4,0,45%,66%,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Marcio Barbosa,"5' 6""","70.0""",17,2,0,47%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raoni Barcelos,"5' 7""","67.0""",21,5,0,51%,61%,0.0,6.0,2.0,2.0,0.0,2.0,8.0,0.0,0.0
Daniel Barez,"5' 6""","66.0""",17,7,0,49%,50%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Danny Barlow,"6' 2""","79.0""",9,2,0,51%,52%,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Luke Barnatt,"6' 6""","77.0""",13,4,0,36%,59%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Shonte Barnes,"5' 11""","76.0""",6,2,1,38%,67%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Barnhizer,0,0,2,3,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Barrett,"5' 10""","73.0""",11,5,0,61%,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc-Andre Barriault,"6' 1""","74.0""",17,11,0,47%,49%,0.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0
Dean Barry,"5' 10""","72.0""",4,2,0,40%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enrique Barzola,"5' 7""","70.0""",17,5,2,41%,68%,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Javid Basharat,"5' 9""","69.0""",15,2,0,54%,63%,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Farid Basharat,"5' 8""","71.0""",15,0,0,52%,62%,0.0,5.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0
Austin Bashi,"5' 6""","70.0""",14,1,0,47%,48%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Namsrai Batbayar,"5' 4""","68.0""",9,1,0,39%,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Battle,"6' 1""","77.0""",13,2,0,52%,44%,0.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0
Alan Baudot,"6' 3""","79.0""",8,3,0,58%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Bautista,"5' 9""","69.0""",17,3,0,48%,54%,0.0,6.0,1.0,4.0,3.0,2.0,6.0,0.0,0.0
Donovan Beard,"6' 2""","78.0""",7,2,0,0%,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ariel Beck,"5' 6""","66.0""",4,5,0,34%,64%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Becker,"5' 10""","71.0""",13,6,0,39%,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rolando Bedoya,"5' 11""","74.0""",14,5,0,47%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Begosso,"5' 5""","66.0""",7,2,1,40%,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azamat Bekoev,"6' 0""","72.0""",20,4,0,45%,31%,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Mirsad Bektic,"5' 8""","70.0""",13,4,0,41%,57%,0.0,3.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0
Diana Belbita,"5' 7""","68.0""",15,10,0,41%,51%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Yousri Belgaroui,"6' 6""","79.0""",9,3,0,66%,61%,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Rodolfo Bellato,"6' 3""","75.0""",13,3,1,60%,46%,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Danilo Belluardo,"6' 0""","74.0""",12,5,0,61%,41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Benitez,"5' 8""","71.0""",23,13,0,41%,63%,0.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0
Benjamin Bennett,"6' 0""","73.0""",7,1,0,54%,65%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Benoist,"5' 11""","72.0""",7,2,0,51%,56%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Ryan Benoit,"5' 5""","68.0""",10,8,0,39%,58%,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0
Kenneth Bergh,"6' 2""","74.0""",8,0,0,75%,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Bermudez,"5' 6""","66.0""",17,9,0,46%,59%,0.0,7.0,1.0,2.0,1.0,1.0,8.0,0.0,0.0
Manny Bermudez,"5' 10""","71.0""",14,2,0,61%,46%,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
Talita Bernardo,"5' 4""","68.0""",6,4,0,42%,55%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Keith Berry,"6' 1""",0,15,14,1,12%,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anton Berzin,"6' 2""",0,5,1,0,46%,67%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khadzhi Bestaev,"6' 6""","76.0""",10,4,0,29%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KB Bhullar,"6' 4""","78.0""",8,2,0,49%,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bibulatov Magomed,"5' 5""","65.0""",14,2,0,51%,52%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Blake Bilder,"5' 8""","68.0""",8,2,1,48%,53%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jonas Bilharinho,"5' 11""","75.0""",9,1,1,60%,57%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Birchler,"6' 3""",0,7,4,0,46%,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angad Bisht,"5' 7""","67.0""",10,3,0,51%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Bittencourt,"6' 0""","75.0""",14,7,0,16%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davi Bittencourt,"5' 5""","65.0""",14,4,0,66%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Biyong,0,0,7,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sherrard Blackledge,"5' 11""","75.0""",5,1,0,49%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Da'Mon Blackshear,"5' 10""","72.0""",17,8,1,45%,52%,0.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0
Chasen Blair,"5' 10""","71.0""",7,4,0,39%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erin Blanchfield,"5' 4""","66.0""",14,2,0,44%,58%,0.0,4.0,0.0,4.0,1.0,3.0,3.0,0.0,1.0
Curtis Blaydes,"6' 4""","80.0""",19,5,0,50%,58%,0.0,6.0,8.0,0.0,1.0,6.0,6.0,0.0,1.0
